Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
LOC100271832	0.283712033	0.965665206	-0.027953093	0.998947191	-0.460944623	0.965140708	-0.404634491	0.953079854
LOC100271836	-0.770383969	0.751448833	0.577706256	0.753636896	-0.142700367	0.985353055	-0.094247953	0.993037455
LOC100272146	0.178480441	0.942061925	0.460387807	0.633132146	0.265696306	0.943036363	-0.015169256	0.999052632
LOC100272217	-1.216483406	0.577656134	0.230540461	0.908267343	-1.331754067	0.503548339	-1.180706881	0.519206906
LOC100272228	0.201363262	0.923466645	-0.186397108	0.86249223	-0.800848202	0.505892397	-0.184561199	0.923114344
LOC100286844	0.23527517	0.909309509	-0.248604298	0.787852138	-0.063976481	0.988006785	-0.854269308	0.321933842
LOC100286938	0.116838939	0.985439818	-0.216519944	0.942591	0.020707038	1	0.214499915	0.977842742
LOC100287042	0.473290181	0.766998146	0.352299192	0.747552879	0.129391519	0.97118782	0.413484962	0.793775299
LOC100287216	-0.906748283	0.838124697	-1.252106603	0.589169954	1.596260474	0.670174729	0.812007394	0.834447259
LOC100287227	-0.460442286	0.909051285	-0.466714952	0.850372411	0.368584528	0.956954485	-0.927127359	0.722065168
LOC100287284	0.267715332	0.97111203	-0.280668265	0.940257146	-1.725879719	0.760738873	2.64407154	0.444475704
LOC100287846	-0.719226518	0.839017817	-0.447299166	0.849424075	0.125197698	0.993681859	-0.60910692	0.874502412
LOC100287879	0.173602408	0.976190965	-0.472889378	0.846372629	-0.708301848	0.861633275	0.146638324	0.979221538
LOC100287902	0.014569611	0.997724987	0.912789413	0.599549946	-0.036593385	1	-1.064869133	0.749459323
LOC100288069	0.089588068	0.982844518	-0.367930858	0.818679869	0.248599412	0.967423699	-0.067686967	0.994525146
LOC100288123	-0.640716558	0.92729052	-0.701525766	0.823469673	-1.637074214	0.726190049	-1.362062531	0.731824181
LOC100288346	0.282099856	0.956918515	0.373208855	0.899431297	-0.637723634	0.933760902	-1.890810378	0.518127698
LOC100288428	0.216314867	0.942061925	1.2731527	0.138225873	0.56269653	0.813007225	1.308137966	0.30088573
LOC100288525	0.786551581	0.702311581	0.249835166	0.872329253	-0.595841148	0.834185848	-0.448092705	0.871630141
LOC100288615	0.038741664	0.991468422	-0.250429844	0.831619738	-0.298416404	0.925420688	0.05070358	0.994523232
LOC100288730	-0.716541723	0.494058124	-0.169002917	0.864777978	-0.053092208	0.993681859	-0.096840605	0.968212329
LOC100288778	0.58032467	0.876428416	1.944399201	0.241615888	0.008526335	1	-0.290445802	0.940454143
LOC100288842	-0.224920751	0.942061925	-0.461107108	0.7401084	-1.28584644	0.506776881	0.325811088	0.906306217
LOC100289019	-0.954133265	0.439154343	-0.149056957	0.921624246	-0.392047057	0.886636083	-0.01845462	0.998349492
LOC100289187	0.271543652	0.921380308	0.68089652	0.516246315	0.298406928	0.934320574	0.353920701	0.880057132
LOC100289230	-0.653770692	0.366830416	-0.316732038	0.593258852	-0.514271788	0.564570902	-0.784078183	0.148522875
LOC100289255	-1.027332647	0.818907692	0.497923994	0.869664233	0.393971929	0.96386151	1.201863656	0.765218431
LOC100289341	1.525618949	0.385791307	0.644622814	0.675072995	-1.017988717	0.723825683	0.598271411	0.839084386
LOC100289361	0.228578245	0.936635278	-0.130923417	0.935510531	-0.077099831	0.992657631	0.209223527	0.944447183
LOC100289373	0.240270681	0.923850494	-0.072962118	0.950598935	-0.579358061	0.712061284	-0.073832515	0.981430576
LOC100289410	-1.20150274	0.764639291	-1.840368086	0.454343911	-0.02527705	1	-1.174853209	0.809210893
LOC100289473	-0.560691752	0.933314808	-3.56944192	0.084615673	-1.711299263	0.720164054	2.263165641	0.497459995
LOC100289511	0.680756114	0.767778211	0.074733727	0.977497362	-0.182464281	0.971721657	-0.890675218	0.611093861
LOC100289650	0.861247709	0.859981417	-0.922643317	0.711662731	-0.567560257	0.943297626	0.500599426	0.929955504
LOC100292680	-0.39263075	0.943164024	1.73702451	0.403368447	-0.517364303	0.945871287	1.623230042	0.584259848
LOC100294145	0.00966805	0.995940581	-0.085694665	0.922411683	0.228681924	0.892445816	-0.397296762	0.657145971
LOC100294362	0.008229499	0.99734179	0.024164768	0.990932033	0.145588241	0.961534855	0.376409026	0.749459323
LOC100302401	0.116475164	0.967922544	0.18220861	0.905617823	-0.259489638	0.943297626	0.833270442	0.603023894
LOC100302640	-0.625793666	0.822181749	-0.259167407	0.90582608	0.358372533	0.956954485	0.953932708	0.633409495
LOC100302650	-0.932660391	0.614733681	-0.866780637	0.435430599	-0.117178589	0.982039925	-1.027972011	0.466940238
LOC100302652	-0.154816074	0.900009725	-0.122609614	0.855241975	-0.303105554	0.77481279	-0.142039543	0.906334822
LOC100303728	-0.33858451	0.847942312	-0.334930434	0.710400278	0.24361662	0.922149802	-0.691809202	0.520683204
LOC100303749	0.550976725	0.774822574	0.117295206	0.941888274	-0.017457297	1	-0.25286566	0.927720647
LOC100306951	0.11338666	0.952453038	0.146232468	0.888188993	0.228591944	0.929141769	0.091978146	0.970513326
LOC100306975	0.861376839	0.752348104	0.091825412	0.977311459	0.639540873	0.878589807	-0.949631746	0.680794606
LOC100329108	-0.824881108	0.78511182	-0.642955754	0.794898255	-1.051620163	0.811452634	-0.681144216	0.875831765
LOC100329109	0.061684649	0.973173637	-0.008083201	0.998947191	-0.338353078	0.819567815	-0.032894501	0.995306513
LOC100335030	0.777983654	0.728780227	-1.547270791	0.119129448	-0.639750125	0.832534338	-0.33862591	0.904544833
LOC100379224	0.214393246	0.795588231	-0.376085273	0.314544447	-0.13549928	0.926387283	-0.19794303	0.795744931
LOC100499177	0.027788523	0.982626944	0.023175941	0.97488507	-0.045158742	0.978792504	-0.114942708	0.90392374
LOC100499183	-0.340565727	0.93837256	-0.766075951	0.706344782	-0.475937574	0.934138704	0.059714474	0.998349492
LOC100499194	1.001419387	0.83326702	1.345780964	0.339944414	1.525297809	0.589729892	1.456453075	0.48297514
LOC100499227	2.381323543	0.535593397	2.91010062	0.210405022	0.42338592	0.968429778	2.16879918	0.529426579
LOC100499405	0.030681458	0.986218609	-0.142488885	0.860675615	0.522057311	0.597367213	0.417945377	0.627028717
LOC100499466	0.0503868	0.937808479	0.127097004	0.612715051	0.037586598	0.970171505	-0.044306626	0.946999308
LOC100499484	-0.245975177	0.805276762	-0.186317988	0.761264967	0.112974843	0.954221389	-0.132505089	0.914089476
LOC100499489	-0.176872871	0.928258876	0.228553833	0.805666825	0.627088918	0.597367213	0.02474349	0.998349492
LOC100500938	-3.092349913	0.421576148	-1.872170054	0.46758792	0	1	0	1
LOC100505478	0	1	-1.144213709	0.649662339	-3.319141418	0.481973335	0	1
LOC100506046	-0.079554755	0.978472806	0.028015883	0.992949267	0.095140654	0.983843982	0.061150317	0.991290489
LOC100506710	-0.094481631	0.895170617	-0.173511861	0.559515331	-0.048591739	0.968429778	0.018612684	0.992656041
LOC100507217	-0.436955225	0.443550235	-0.825171894	0.006731137	-0.373798027	0.579102807	0.048483318	0.974782156
LOC100507463	-0.202282645	0.919655596	-1.10730292	0.06569221	0.14232502	0.96386151	0.139866334	0.949807698
LOC100507547	0.282752148	0.942061925	0.03834132	0.992110998	-0.327077641	0.941741211	0.080939485	0.99284961
LOC100526820	-0.004084135	0.999915631	0.010942791	0.999137288	-0.052653989	0.999380613	-0.675559214	0.672965983
LOC113230	-1.385006394	0.620475981	0.080193298	0.981099051	-1.015739377	0.801996916	0.798102895	0.811432289
LOC121456	-0.222056513	0.956918515	0.016906123	0.999137288	-0.291429847	0.966231921	0.856877548	0.779215417
LOC121952	0.817479718	0.643324191	-0.264708054	0.844876096	0.335845519	0.928631771	0.371914535	0.867223843
LOC139201	0.499925891	0.943276189	-0.43177372	0.907610307	2.980669572	0.441275676	0.824341998	0.878610161
LOC143188	-0.155387884	0.952453038	-0.01718957	0.998557094	0.473682735	0.839626944	-0.605333917	0.680603952
LOC144438	0.136418603	0.892842023	-0.020872712	0.980285017	0.242384784	0.787992313	-0.061374995	0.961624092
LOC144486	0.915181216	0.764639291	0.229763719	0.922508912	1.695431735	0.688914917	-1.293024745	0.64004455
LOC144571	0.066540093	0.945444376	0.009982365	0.994984176	0.046214513	0.976840824	0.240924467	0.666346244
LOC145474	-0.029572381	0.992770931	-0.332809139	0.799759991	0.209068655	0.962075599	-0.112715071	0.977248108
LOC145663	-0.047417792	0.995385949	0.250025597	0.936362386	0.646773144	0.933143442	-0.313920901	0.960945425
LOC145783	-0.224630894	0.842975268	0.156578695	0.825157702	0.045634919	0.989129283	-0.111488556	0.940047514
LOC145820	0.699725193	0.778357245	0.528465639	0.743631685	0.926814635	0.720224912	0.710619085	0.747916081
LOC146880	-0.239039235	0.762839859	0.258230717	0.583323527	0.082032286	0.96386151	-0.124592489	0.906306217
LOC147670	-1.991433772	0.55051888	1.023017492	0.69675359	0.195689872	0.987200274	-1.26744471	0.742864559
LOC147727	0.552284094	0.684045293	-0.133712189	0.914439216	-0.413101665	0.838307768	-0.126010957	0.960945425
LOC147804	-0.123268794	0.943498682	-0.021593661	0.991821109	-0.002867314	1	-0.594277673	0.47821158
LOC148189	0.268100889	0.886977346	0.330796526	0.728615204	-0.553723689	0.717738852	0.097955856	0.970104871
LOC148413	-0.29094145	0.643324191	-0.344760929	0.370924097	-0.235184218	0.794054719	-0.310718306	0.584259848
LOC148696	0.014554439	0.994282365	-0.328704596	0.552104831	-0.586117706	0.42015875	-0.844383983	0.105411154
LOC148824	-0.09161562	0.992354434	-0.206245788	0.949797502	-0.628600506	0.939846918	-1.525150558	0.715476742
LOC149773	-0.010707902	0.998463948	0.457118563	0.903925842	-0.778906937	0.930427476	1.804438324	0.615525128
LOC149837	-0.184517464	0.892769478	0.082368202	0.919826721	0.021520092	1	-0.137094368	0.921634298
LOC150381	0.102879227	0.945962289	-0.066965531	0.936987477	0.172411518	0.934138704	-0.165418054	0.90939531
LOC150776	-0.105679122	0.970774025	-0.330550022	0.755238496	-0.233443037	0.943297626	0.03864691	0.997039145
LOC150786	2.897780598	0.344504213	1.264276256	0.541973169	1.958910872	0.575748031	-0.57407511	0.896475221
LOC151162	0.349957074	0.532589082	0.1886137	0.67702622	0.423367358	0.462257759	0.105571005	0.913912297
LOC151174	0.851174935	0.924518904	0.25578417	0.954195511	0.841852312	0.943297626	-2.655049112	0.497459995
LOC151534	0.246501121	0.876103772	0.682979969	0.249241643	0.293289937	0.860272773	-0.019752679	0.998349492
LOC151658	1.286101588	0.802194392	-0.046534721	0.998557094	0.79492175	0.930427476	-2.858314429	0.369131938
LOC152024	2.303221429	0.576176177	-0.873733632	0.796434345	1.701851307	0.788239069	2.206168909	0.546447941
LOC152217	-0.165710041	0.906179151	0.296911467	0.633304419	-0.174840643	0.930983515	0.025216172	0.997039145
LOC152225	-0.572256361	0.936734937	-1.622365492	0.497450245	2.712421715	0.505932814	2.293045326	0.471797253
LOC153684	0.204893583	0.883040403	0.194359097	0.7875737	-0.286018594	0.844850062	-0.412888987	0.614550984
LOC155060	-0.381033406	0.752348104	0.334134646	0.663280922	0.15464521	0.952260269	0.189227077	0.907873346
LOC157381	-0.910049996	0.902144591	-2.840342747	0.277343225	1.246612943	0.825234719	1.142390094	0.77164449
LOC158376	-0.297499927	0.811731105	-0.594091194	0.307685192	-0.639350538	0.493438034	-0.479111089	0.585422532
LOC158572	-0.400995473	0.93837256	1.262994747	0.484850288	-0.058772822	1	0.145164424	0.983994653
LOC158696	0.69099272	0.796323554	0.355818949	0.849251575	0.251048964	0.966231921	0.124790434	0.980905288
LOC162632	-1.03849517	0.820510872	-0.237246215	0.944136069	-0.862647465	0.896313559	-0.832558646	0.866559696
LOC168474	0.326489387	0.931110176	0.28695603	0.873185524	0.235252546	0.968398099	0.217416542	0.959361316
LOC200772	-1.949404387	0.487660957	-2.564584937	0.179613669	0.003425096	1	-0.000323592	1
LOC201651	1.600245317	0.665439038	1.351193563	0.584011392	1.895694989	0.697731425	1.829075108	0.612565429
LOC202181	-0.193567678	0.904702432	0.113891169	0.898772402	-0.206742953	0.918630368	-0.045718241	0.988299301
LOC202781	-0.065734264	0.967339438	-0.316201777	0.594502564	0.08994264	0.97102635	0.142660732	0.918071495
LOC219347	0.195596946	0.924518904	-0.152586777	0.886911594	0.203911833	0.941202923	0.174740325	0.92302026
LOC220594	-1.552695829	0.719742277	-1.056476584	0.721397906	0.634774219	0.945069596	-0.392295909	0.960363365
LOC220729	-0.41221454	0.613108462	-0.142745839	0.839014767	-0.154428547	0.933314636	-0.384728809	0.604764981
LOC220906	0.165754632	0.836600981	-0.05279781	0.922954745	0.285391665	0.705900955	0.160914135	0.809210893
LOC220930	-0.093771257	0.954612306	-0.284396583	0.688646385	-0.092315829	0.972892521	0.103394393	0.955919013
LOC220980	0.072231349	0.985658233	-0.203599853	0.918000451	-0.214232612	0.966532691	-0.039069965	0.998349492
LOC221122	-1.575167637	0.751123812	0.571562504	0.876760965	-0.69380543	0.945885308	2.165810417	0.539178371
LOC221442	-0.102799971	0.946944612	-0.338490018	0.585275037	-0.708802669	0.370623602	-0.372126625	0.68400544
LOC221710	0.280474775	0.780914849	0.261686503	0.65926843	0.299465656	0.812873118	0.121829498	0.936084079
LOC222699	-0.804008042	0.665714217	0.096614822	0.952896518	-0.84488297	0.712061284	-0.104206917	0.981605809
LOC253039	0.12245775	0.946822813	-0.062252385	0.95299035	0.176890794	0.945069596	0.048573941	0.990361341
LOC254312	0.350591522	0.885532715	-0.535872273	0.600112495	-0.036900898	1	-0.748461312	0.565619909
LOC254559	-0.816262472	0.920389629	-1.526686698	0.661211753	-0.511398123	0.968487714	-0.067891534	0.998349492
LOC255130	0.248422367	0.928258876	0.245666152	0.856639824	0.612440256	0.788239069	0.036157597	0.998349492
LOC255512	-0.159413586	0.956918515	-0.036143184	0.990757433	0.316166332	0.941741211	-0.019545834	0.999052632
LOC256880	-0.321930106	0.946455128	-2.92371504	0.108273889	-0.998703009	0.822195179	-1.584386197	0.517580745
LOC257358	1.249297912	0.62795942	0.902799119	0.594575294	1.703701507	0.692342146	-0.221314645	0.964292894
LOC257396	0.397349851	0.813190976	-0.428266366	0.61487219	-0.449215915	0.801396812	-0.259230038	0.8829801
LOC25845	0.278275719	0.806467513	0.196347207	0.77638068	0.58599045	0.467943749	-0.12760887	0.937728005
LOC282997	-0.807319669	0.519472962	-0.365215182	0.727302694	0.382122613	0.877587155	-0.06492683	0.9874142
LOC283038	-0.042897755	0.985658233	-0.007422837	0.999210355	0.211051675	0.943297626	0.562958034	0.584259848
LOC283050	1.309098818	0.365543351	0.835343339	0.431824312	-0.457220665	0.876429762	0.657812216	0.696248965
LOC283070	0.008531838	0.995940581	-0.372639508	0.486137651	0.472477201	0.598352875	0.010513327	0.998349492
LOC283089	-0.499429574	0.904702432	-1.690594341	0.275377223	-1.028962924	0.783378605	-0.584156929	0.865445081
LOC283104	0.201085034	0.841590685	0.285536634	0.577999237	0.458196187	0.557567763	0.066109259	0.967465421
LOC283143	0.668479507	0.87085168	0.87473321	0.684102993	-0.128212682	0.993681859	-0.915103467	0.783705261
LOC283174	-0.638588841	0.785232944	-0.565347729	0.645702228	0.766773954	0.775471341	-1.299186078	0.380020061
LOC283177	-0.14567373	0.98853315	-3.408136146	0.162232856	0.293607668	0.981536783	-0.031245977	1
LOC283194	-1.512071104	0.749795087	-0.386193003	0.908840371	0.282771841	0.976840824	0.185163935	0.982994816
LOC283314	0.452824635	0.65289921	-0.835982007	0.126227053	0.406581655	0.785056216	0.123191035	0.949465763
LOC283335	0.255652623	0.783667156	-0.079232296	0.913203627	-0.152143423	0.929172147	0.112725716	0.929988046
LOC283392	-0.16719352	0.912116657	-0.378902776	0.529642301	-0.440418998	0.6994199	-0.600917413	0.419263164
LOC283480	0.369936523	0.897187757	0.498391965	0.713402569	0.008438478	1	-1.184749493	0.493648804
LOC283481	0.472605867	0.514714232	0.108063707	0.878974696	0.458770777	0.582425825	0.070457558	0.96771091
LOC283663	-1.302771727	0.494496004	-3.201053257	0.006051114	-0.244907531	0.966231921	-0.466855984	0.877155668
LOC283731	-0.883637309	0.823689606	-0.917445265	0.665926676	0.452688719	0.945069596	-2.289254135	0.30088573
LOC283856	-0.439432328	0.921380308	-1.088567239	0.600112495	-1.222989412	0.714354531	-0.912455903	0.733143564
LOC283888	-0.129008181	0.986120915	-1.327100325	0.622453842	-0.502151399	0.956954485	3.400754578	0.235963231
LOC283922	-0.063346445	0.979058737	-0.136272002	0.90408013	0.324459023	0.883967027	0.245490833	0.897706256
LOC284009	1.426684763	0.667111512	-1.933179682	0.274343692	1.66852998	0.643429279	-0.778843797	0.836568448
LOC284023	-0.450988785	0.894443565	-0.863529871	0.536531798	-2.207253023	0.176755853	0.26833659	0.947861491
LOC284100	0.197341283	0.955177771	-0.872195755	0.494070906	0.205292111	0.972892521	-1.116622565	0.514607857
LOC284215	0.057853286	0.992354434	-3.130647703	0.064662912	-1.413499633	0.708502208	-2.774350061	0.216302277
LOC284232	-1.35118391	0.783815352	-1.561039712	0.601351307	-0.364654773	0.974423689	-2.231547892	0.547553795
LOC284276	-0.188217655	0.987481543	0.824973393	0.871764548	2.366429567	0.699808633	1.2179992	0.783468405
LOC284440	0.517978715	0.841956983	-0.624418121	0.647482001	0.140590872	0.986245048	-1.117000659	0.450002876
LOC284454	0.856796339	0.154294256	0.127251862	0.872329253	0.598082473	0.51322693	-0.005537767	1
LOC284578	-0.268701562	0.906221887	-0.376861693	0.75672537	-0.4412933	0.869931771	-0.060353769	0.992311471
LOC284648	-1.140054081	0.84002993	2.662075652	0.276677127	0.942421588	0.905699577	1.643595185	0.704067573
LOC284688	0.043306415	0.993518233	0.860063667	0.697476952	0.006104113	1	1.425617041	0.620050418
LOC284749	-1.92830233	0.81610598	-2.866803098	0.517665154	-3.484175179	0.575403593	0.001562136	1
LOC284751	-0.730656996	0.758244185	-0.45629651	0.790590319	-0.894920557	0.714983877	0.10314346	0.983659994
LOC284837	-1.209397512	0.603141128	-1.655513329	0.206071189	0.061305217	1	0.202026264	0.968212329
LOC285033	0.274633722	0.948645234	1.087368898	0.521819104	-1.016287005	0.784597735	-0.550099821	0.898436898
LOC285045	1.801974278	0.772890945	1.17735185	0.653602115	-1.34378486	0.82475744	-1.246215435	0.858530414
LOC285074	0.270228576	0.925815477	-0.332810223	0.837343436	-0.640745154	0.790078899	0.097295479	0.981697913
LOC285359	-0.383107783	0.93837256	-0.914895634	0.622415522	0.28793835	0.97148053	-1.453081238	0.539178371
LOC285419	-0.626170706	0.81918716	0.764993016	0.594477074	-0.001227776	1	-0.726823562	0.722034655
LOC285456	0.265602664	0.944886448	-0.587460422	0.711826982	-0.276403855	0.960764231	-0.292496989	0.943303973
LOC285593	0.212271608	0.955995238	0.742864915	0.593545528	0.508009918	0.905503243	0.612128265	0.801733986
LOC285696	-0.117360596	0.984595817	-0.508864729	0.853871992	-1.018237425	0.834077254	0.602947242	0.904947608
LOC285733	-0.716193717	0.634999772	-0.315330759	0.802405477	-0.798173315	0.581831005	-0.457889102	0.780914036
LOC285740	0.615139125	0.836957586	-0.798728175	0.582360469	-0.137952684	0.985291528	0.43411711	0.898436809
LOC285830	-0.398888274	0.750992698	-0.782424342	0.148572297	0.282589244	0.869384323	0.167534326	0.919482017
LOC285847	2.304560292	0.543759058	-0.559164302	0.860789528	0.840618922	0.910089191	2.241486372	0.517662215
LOC285954	1.616529548	0.729311603	0.584999743	0.872296365	-0.037191606	1	3.318850668	0.273809346
LOC285965	0.099424087	0.985658233	0.700116607	0.731604501	-0.863063217	0.839626944	-0.981896727	0.731429508
LOC285972	0.735309869	0.885155238	-1.034488621	0.662067845	-1.486713074	0.782549796	0.421107402	0.929510446
